DATA ZAWARCIA TRANSAKCJI,MIASTO,DZIELNICA,ULICA,RODZAJ RYNKU,CENA NABYCIA,POWIERZCHNIA MIESZKANIA,CENA ZA 1 MKW,POŁOŻENIE NA KONDYGNACJI,OBECNOŚĆ MIEJSCA PARKINGOWEGO,STANDARD,ROK BUDOWY,ROK BUDOWY
2018 03 15,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,244000,44.65,6757.44680851064,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 16,Sopot, Sopot,Władysława Łokietka,RYNEK WTÓRNY,565000,39.55,15641.9721871049,2,BRAK MP,WYSOKI,2015,3
2018 03 16,Gdynia, Mały Kack,Spokojna,RYNEK WTÓRNY,320000,44.25,8528.81355932203,2,BRAK MP,DOBRY,2010-2015,3
2018 03 16,Gdynia, Mały Kack,Strzelców,RYNEK PIERWOTNY,291203.7,50.02,7061.5693722511,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 16,Sopot, Sopot,Kujawska,RYNEK WTÓRNY,370000,51.95,8345.71703561116,1,BRAK MP,DOBRY,40-50,1
2018 03 16,Gdynia, Wielki Kack,Krośniąt,RYNEK WTÓRNY,660000,99.8,7633.66733466934,1,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2001,3
2018 05 21,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,265000,45.35,7128.55567805954,1,BRAK MP,DOBRY,60-70,1
2018 03 16,Gdynia, Leszczynki,Ramułta,RYNEK WTÓRNY,224000,41.75,6692.21556886228,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 16,Gdynia, Chylonia,Chylońska,RYNEK WTÓRNY,205000,57.25,4765.06550218341,2,BRAK MP,PRZECIĘTNY,80,2
2018 03 16,Gdynia, Witomino,Niska,RYNEK WTÓRNY,245000,43.87,6886.16366537497,3,BRAK MP,PRZECIĘTNY,2010,3
2018 03 17,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,212000,41.45,6445.3558504222,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 18,Gdynia, Chylonia,Gniewska,RYNEK WTÓRNY,250000,40.55,7507.76818742293,5,BRAK MP,DOBRY,80,2
2018 03 19,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,259000,36.58,8481.79332968835,1,BRAK MP,DOBRY,70-80,2
2018 03 19,Gdynia, Śródmieście z Portem,Żeromskiego,RYNEK WTÓRNY,176000,29.85,7433.16582914573,6,BRAK MP,DOBRY,40-50,1
2018 03 19,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,335000,57.35,7024.93461203139,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2018 01 17,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,232000,40.15,7126.27646326277,4,BRAK MP,DOBRY,60-70,1
2018 03 19,Gdynia, Chylonia,Opata Hackiego,RYNEK WTÓRNY,100000,29.89,4881.63265306122,3,BRAK MP,PRZECIĘTNY,80,2
2018 03 19,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,204000,40.5,6380.24691358025,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 20,Gdynia, Dąbrowa,Poziomkowa,RYNEK WTÓRNY,513000,112.25,5566.14699331849,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 20,Gdynia, Karwiny,Gojawiczyńskiej,RYNEK WTÓRNY,224300,39.44,7044.92900608519,2,BRAK MP,DOBRY,70-80,2
2018 03 20,Gdynia, Pogórze,Żelazna,RYNEK WTÓRNY,206000,49.45,5410.71789686552,8,BRAK MP,PRZECIĘTNY,80,2
2018 03 21,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,100000,36.21,4169.23501795084,1,BRAK MP,NISKI,40-50,1
2018 03 21,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,255000,44.15,7074.06568516421,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2018 03 21,Gdynia, Witomino,Pańska,RYNEK WTÓRNY,308000,70.45,5484.17317246274,6,BRAK MP,PRZECIĘTNY,70-80,2
2017 12 14,Gdynia, Orłowo,Wrocławska,RYNEK WTÓRNY,405000,73.65,6597.69178547183,1,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Gdynia, Wzgórze Św. Maksymiliana,Paderewskiego,RYNEK WTÓRNY,500000,82.67,7114.26152171283,1,BRAK MP,DOBRY,60-70,1
2018 03 21,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,260000,61.45,5389.09682668836,5,BRAK MP,PRZECIĘTNY,80,2
2018 03 21,Gdynia, Dąbrowa,Lukrecjowa,RYNEK WTÓRNY,255000,50.05,6334.46553446554,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 21,Gdynia, Dąbrowa,Gorczycowa,RYNEK WTÓRNY,257000,61.45,5340.27664768104,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 21,Gdynia, Karwiny,Buraczana,RYNEK WTÓRNY,285000,63.76,5614.93099121706,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 21,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,233333,44.35,6557.22660653889,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 22,Gdynia, Chwarzno-Wiczlino,Sokoła,RYNEK WTÓRNY,430000,54.65,9070.8142726441,2,BRAK MP,DOBRY,2015,3
2018 03 22,Gdynia, Mały Kack,Strzelców,RYNEK WTÓRNY,400000,54.95,8479.70882620564,2,BRAK MP,DOBRY,2010-2015,3
2018 03 22,Sopot, Sopot,Wejherowska,RYNEK WTÓRNY,293000,40.45,8587.39184177998,8,BRAK MP,DOBRY,70-80,2
2018 03 22,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,358000,55.25,7677.82805429864,6,BRAK MP,DOBRY,40-50,1
2018 03 22,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,350000,55.25,7533.03167420815,1,BRAK MP,DOBRY,40-50,1
2018 03 22,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,183000,32.75,7059.54198473282,3,BRAK MP,DOBRY,40-50,1
2018 03 22,Gdynia, Witomino,Wielkokacka,RYNEK WTÓRNY,190000,44.35,5580.15783540023,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 22,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,300000,54.65,6692.04025617566,4,BRAK MP,PRZECIĘTNY,2010,3
2018 03 22,Gdynia, Grabówek,Beniowskiego,RYNEK WTÓRNY,240000,54.94,5568.83873316345,3,BRAK MP,PRZECIĘTNY,60-70,1
2018 03 22,Gdynia, Obłuże,Maciejewicza,RYNEK WTÓRNY,270000,51.85,6431.62970106075,4,BRAK MP,PRZECIĘTNY,80,2
2018 03 22,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,236500,45.2,6519.02654867257,1,BRAK MP,PRZECIĘTNY,80,2
2018 03 22,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,295879.63,32.88,10467.8719586375,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2015,3
2018 03 22,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,259000,46.95,6785.09052183174,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 23,Sopot, Sopot,Okrzei,RYNEK WTÓRNY,424000,31.45,14981.240063593,4,BRAK MP,WYSOKI,60-70,1
2018 03 23,Sopot, Sopot,Jagiełły,RYNEK WTÓRNY,400000,39.96,11360.5605605606,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 03 23,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,290000,39.17,8765.27955067654,2,BRAK MP,DOBRY,2015,3
2018 03 23,Gdynia, Dąbrowa,Słonecznikowa,RYNEK PIERWOTNY,221550,41.1,6725.79075425791,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 23,Gdynia, Grabówek,Beniowskiego,RYNEK WTÓRNY,163000,28.35,7325.57319223986,1,BRAK MP,DOBRY,60-70,1
2018 03 23,Gdynia, Grabówek,Beniowskiego,RYNEK WTÓRNY,225000,39.45,7061.08998732573,1,BRAK MP,DOBRY,60-70,1
2018 03 23,Gdynia, Leszczynki,Działdowska,RYNEK WTÓRNY,325000,54.75,7137.899543379,3,BRAK MP,DOBRY,40-50,1
2018 03 23,Sopot, Sopot,Mickiewicza,RYNEK WTÓRNY,290000,41.25,8363.63636363636,11,BRAK MP,DOBRY,60-70,1
2018 03 23,Gdynia, Wielki Kack,Szefki,RYNEK WTÓRNY,260000,42.15,7490.39145907473,1,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2017 01 23,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,360000,60.53,7110.9202048571,2,BRAK MP,DOBRY,60-70,1
2018 03 23,Gdynia, Obłuże,Maciejewicza,RYNEK WTÓRNY,185000,51.85,4792.28543876567,2,BRAK MP,PRZECIĘTNY,80,2
2018 03 23,Gdynia, Cisowa,Owsiana,RYNEK WTÓRNY,210000,49.8,5458.63453815261,7,BRAK MP,PRZECIĘTNY,80,2
2018 03 23,Gdynia, Dąbrowa,Szafranowa,RYNEK WTÓRNY,286000,56.95,6208.25285338016,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 23,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,277000,71.75,4967.24738675958,2,BRAK MP,PRZECIĘTNY,60-70,1
2018 03 23,Gdynia, Oksywie,Zielona,RYNEK WTÓRNY,265000,49.35,6615.60283687943,3,BRAK MP,PRZECIĘTNY,80,2
2018 03 23,Gdynia, Witomino,Chwarznieńska,RYNEK WTÓRNY,249000,45.55,6749.50603732163,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 23,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,295000,49.83,7161.62954043749,8,BRAK MP,DOBRY,40-50,1
2018 03 26,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,170000,43.75,5188.57142857143,5,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 26,Gdynia, Śródmieście z Portem,3 Maja,RYNEK WTÓRNY,350000,57.65,7252.73200346921,6,BRAK MP,DOBRY,40-50,1
2018 04 11,Gdynia, Wzgórze Św. Maksymiliana,Batalionów Chłopskich,RYNEK WTÓRNY,215000,37.62,7099.84051036683,1,BRAK MP,DOBRY,60-70,1
2017 08 10,Gdynia, Wzgórze Św. Maksymiliana,Batalionów Chłopskich,RYNEK WTÓRNY,280000,48.01,7090.35617579671,2,BRAK MP,DOBRY,60-70,1
2018 03 26,Gdynia, Pogórze,Kmdr Staniewicza,RYNEK WTÓRNY,269000,59.45,5694.86963835156,5,BRAK MP,PRZECIĘTNY,80,2
2018 03 26,Gdynia, Pogórze,Kmdr Staniewicza,RYNEK WTÓRNY,269000,59.45,5694.86963835156,5,BRAK MP,PRZECIĘTNY,80,2
2018 03 26,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,223000,49.45,5754.49949443883,5,BRAK MP,PRZECIĘTNY,80,2
2018 03 26,Gdynia, Obłuże,Boisko,RYNEK WTÓRNY,310000,50.25,7406.96517412935,2,MIEJSCE NAZIEMNE,DOBRY,2015,3
2018 03 26,Gdynia, Witomino,Strażacka,RYNEK WTÓRNY,220000,41.15,6680.92345078979,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 26,Gdynia, Witomino,Niska,RYNEK WTÓRNY,319000,43.98,8553.52432924057,9,BRAK MP,DOBRY,2010,3
2018 03 27,Gdynia, Redłowo,Powstania Śląskiego,RYNEK PIERWOTNY,610965.69,72.04,9586.308856191,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 27,Gdynia, Pustki Cisowskie,Skarbka,RYNEK WTÓRNY,270000,47.1,6999.57537154989,2,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010,3
2018 03 27,Gdynia, Leszczynki,Smętowska,RYNEK WTÓRNY,390000,59.75,7695.39748953975,1,BRAK MP,DOBRY,70-80,2
2018 03 27,Gdynia, Mały Kack,Łowicka,RYNEK PIERWOTNY,399165.78,63.26,7457.69490989567,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 27,Gdynia, Śródmieście z Portem,Waszyngtona,RYNEK WTÓRNY,320000,47.35,8022.80887011616,7,BRAK MP,DOBRY,40-50,1
2018 03 27,Gdynia, Pogórze,Manganowa,RYNEK WTÓRNY,255000,49.15,6435.80874872838,1,BRAK MP,PRZECIĘTNY,80,2
2018 03 27,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,290000,55.65,6406.46900269542,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 27,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,174500,33.95,6587.9234167894,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 27,Gdynia, Redłowo,Herberta,RYNEK WTÓRNY,142000,45.75,4384.69945355191,1,BRAK MP,NISKI,70-80,2
2018 03 27,Sopot, Sopot,Tatrzańska,RYNEK WTÓRNY,248000,41.15,7361.36087484812,4,BRAK MP,DOBRY,70-80,2
2018 03 28,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,277000,39.35,8398.47522236341,3,BRAK MP,DOBRY,2001,3
2018 03 28,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,255000,56.05,5742.01605709188,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 28,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,200000,41.55,6142.96028880866,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 28,Gdynia, Karwiny,Makuszyńskiego,RYNEK WTÓRNY,230000,38.55,7336.96498054475,1,BRAK MP,DOBRY,70-80,2
2018 03 28,Gdynia, Pogórze,Porębskiego,RYNEK WTÓRNY,177000,40.28,5740.41708043694,3,BRAK MP,PRZECIĘTNY,80,2
2018 03 28,Gdynia, Obłuże,Stolarska,RYNEK WTÓRNY,187000,36.05,6597.50346740638,3,BRAK MP,PRZECIĘTNY,80,2
2018 03 29,Gdynia, Mały Kack,Leśna,RYNEK PIERWOTNY,401761.98,58.44,8051.23169062286,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 29,Gdynia, Orłowo,Bukowa,RYNEK PIERWOTNY,357407.41,49.24,8505.26827782291,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 29,Gdynia, Orłowo,Spacerowa,RYNEK PIERWOTNY,829462.72,57.33,15651.957439386,1,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 29,Gdynia, Leszczynki,Kalksztajnów,RYNEK WTÓRNY,257000,42.65,7341.61781946073,4,BRAK MP,DOBRY,70-80,2
2018 03 29,Gdynia, Mały Kack,Sandomierska,RYNEK WTÓRNY,200000,39.21,6461.82096403979,2,BRAK MP,PRZECIĘTNY,30-40,1
2018 03 29,Gdynia, Śródmieście z Portem,Chrzanowskiego,RYNEK WTÓRNY,309000,40.81,8910.75716736094,1,BRAK MP,DOBRY,40-50,1
2018 03 29,Gdynia, Wielki Kack,Górnicza,RYNEK WTÓRNY,295000,50.48,7079.7147385103,1,BRAK MP,DOBRY,40-50,1
2017 04 28,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,450000,75.09,7085.79038487149,4,BRAK MP,DOBRY,60-70,1
2017 11 10,Gdynia, Wzgórze Św. Maksymiliana,Wyspiańskiego,RYNEK WTÓRNY,240000,41.73,7078.45674574647,3,BRAK MP,DOBRY,60-70,1
2018 03 29,Gdynia, Działki Leśne,Szczecińska,RYNEK WTÓRNY,220000,41.19,6675.21243020151,5,BRAK MP,PRZECIĘTNY,50-60,1
2018 03 29,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,148000,35.75,5555.24475524476,5,BRAK MP,PRZECIĘTNY,60-70,1
2018 03 29,Gdynia, Karwiny,Makuszyńskiego,RYNEK WTÓRNY,320000,63.15,6215.67695961995,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 29,Gdynia, Oksywie,Płk. Dąbka,RYNEK WTÓRNY,187000,35.91,6620.10582010582,1,BRAK MP,PRZECIĘTNY,80,2
2018 03 29,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,280000,44.35,7609.47012401353,6,BRAK MP,DOBRY,70-80,2
2018 03 29,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,280000,51.15,6704.20332355816,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 29,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,216000,41.55,6528.0385078219,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 11,Gdynia, Wzgórze Św. Maksymiliana,Wyspiańskiego,RYNEK WTÓRNY,240000,41.73,7078.45674574647,3,BRAK MP,DOBRY,60-70,1
2018 03 29,Sopot, Sopot,Tatrzańska,RYNEK WTÓRNY,248000,41.15,7361.36087484812,4,BRAK MP,DOBRY,70-80,2
2018 03 29,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,290000,58.75,6110.63829787234,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 30,Gdynia, Wzgórze Św. Maksymiliana,Ujejskiego,RYNEK PIERWOTNY,226611.11,43.05,6574.93867595819,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 03 30,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,230000,37.75,7475.49668874172,2,BRAK MP,DOBRY,60-70,1
2018 03 30,Gdynia, Śródmieście z Portem,Śląska,RYNEK WTÓRNY,353000,47.35,8719.74656810982,4,BRAK MP,DOBRY,40-50,1
2018 03 30,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,265000,40.65,7860.27060270603,2,BRAK MP,DOBRY,2001,3
2018 05 29,Gdynia, Wzgórze Św. Maksymiliana,Władysława IV,RYNEK WTÓRNY,285000,48.93,7074.26936439812,6,BRAK MP,DOBRY,60-70,1
2018 03 30,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,225000,45.65,6210.73384446879,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 30,Gdynia, Witomino,Kielecka,RYNEK WTÓRNY,315000,49.4,7621.86234817814,2,BRAK MP,DOBRY,2010,3
2018 04 03,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK WTÓRNY,320000,56.97,6803.15955766193,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 03,Gdynia, Oksywie,Czwartaków,RYNEK WTÓRNY,130000,41.55,4458.24308062575,3,BRAK MP,NISKI,80,2
2018 04 03,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,214000,43.63,6209.12216364887,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 03,Gdynia, Obłuże,Benisławskiego,RYNEK WTÓRNY,280000,54.55,6336.20531622365,5,BRAK MP,PRZECIĘTNY,80,2
2018 04 03,Gdynia, Witomino,Polskiego Czerwonego Krzyża,RYNEK WTÓRNY,239000,40.33,7271.6092239028,6,BRAK MP,DOBRY,70-80,2
2018 04 03,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,181500,31.41,7278.82839859917,8,BRAK MP,DOBRY,70-80,2
2018 04 04,Sopot, Sopot,Małopolska,RYNEK WTÓRNY,1377100,104.79,14151.4648344308,3,BRAK MP,WYSOKI,40-50,1
2018 04 04,Gdynia, Mały Kack,Strzelców,RYNEK PIERWOTNY,305508.9431,51.28,7186.67985764431,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 04,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,590000,91.75,7470.29972752044,6,BRAK MP,DOBRY,70-80,2
2018 04 04,Sopot, Sopot,Sienkiewicza,RYNEK WTÓRNY,330000,45.5,8536.26373626374,6,BRAK MP,DOBRY,30,1
2017 08 10,Gdynia, Witomino,Kielecka,RYNEK WTÓRNY,450000,75.35,7064.10086264101,3,BRAK MP,DOBRY,2010,3
2018 04 04,Gdynia, Karwiny,Brzechwy,RYNEK WTÓRNY,315000,54.1,7029.20517560074,4,BRAK MP,DOBRY,70-80,2
2018 04 04,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,250000,41.85,7299.40262843489,7,BRAK MP,DOBRY,70-80,2
2018 04 04,Sopot, Sopot,Malczewskiego,RYNEK WTÓRNY,350000,58.63,7144.87463755756,1,BRAK MP,DOBRY,40-50,1
2018 04 05,Sopot, Sopot,Haffnera,RYNEK WTÓRNY,1429000,107.3,14322.8331780056,1,BRAK MP,WYSOKI,40-50,1
2018 04 05,Sopot, Sopot,Czyżewskiego,RYNEK WTÓRNY,829000,72.85,12481.537405628,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 05,Gdynia, Chylonia,Młyńska,RYNEK WTÓRNY,245000,40.65,7368.26568265683,5,BRAK MP,DOBRY,80,2
2018 04 05,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,220000,56.85,5056.81618293756,5,BRAK MP,PRZECIĘTNY,80,2
2018 04 05,Gdynia, Leszczynki,Ramułta,RYNEK WTÓRNY,245000,63.25,5021.34387351779,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 05,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,185000,50.5,4899.0099009901,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 06,Sopot, Sopot,Parkowa,RYNEK WTÓRNY,944444.44,47.55,21124.8042060988,3,BRAK MP,WYSOKI,30,1
2018 04 06,Sopot, Sopot,Ogrodowa,RYNEK WTÓRNY,700000,60.95,12645.7752255947,2,BRAK MP,BARDZO DOBRY,60-70,1
2018 04 06,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,254000,41.75,7410.77844311377,1,BRAK MP,DOBRY,70-80,2
2018 04 06,Sopot, Sopot,Chodowieckiego,RYNEK WTÓRNY,390000,45.77,9801.52938606074,2,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 06,Sopot, Sopot,3 Maja,RYNEK WTÓRNY,295000,39.85,8754.83061480552,3,BRAK MP,DOBRY,40-50,1
2018 04 06,Sopot, Sopot,Żeromskiego,RYNEK WTÓRNY,300000,41.45,8568.39565741858,7,BRAK MP,DOBRY,30,1
2018 04 06,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,270000,40.85,7948.10281517748,8,BRAK MP,DOBRY,60-70,1
2018 04 06,Gdynia, Śródmieście z Portem,Waszyngtona,RYNEK WTÓRNY,320000,47.35,8022.80887011616,10,BRAK MP,DOBRY,40-50,1
2018 04 06,Gdynia, Wielki Kack,Starodworcowa,RYNEK WTÓRNY,245000,41.75,7195.20958083832,1,BRAK MP,DOBRY,40-50,1
2018 04 06,Gdynia, Leszczynki,Ramułta,RYNEK WTÓRNY,207000,50.1,5370.85828343313,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 06,Gdynia, Wielki Kack,Nowodworcowa,RYNEK WTÓRNY,470000,85.83,6532.26144704649,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,PRZECIĘTNY,40-50,1
2018 04 06,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,225000,41.55,6744.64500601685,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 09,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,350000,35.05,11413.4094151213,3,BRAK MP,BARDZO DOBRY,60-70,1
2018 04 09,Gdynia, Wielki Kack,Szczęśliwa,RYNEK WTÓRNY,330000,45.32,8566.99029126214,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2001,3
2018 04 09,Gdynia, Grabówek,Kołłątaja,RYNEK WTÓRNY,195000,46.2,5496.9696969697,4,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 09,Gdynia, Witomino,Nauczycielska,RYNEK WTÓRNY,255000,41.33,7502.1533994677,5,BRAK MP,DOBRY,70-80,2
2018 04 10,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,200000,63.35,4304.3409629045,3,BRAK MP,NISKI,70-80,2
2018 04 10,Gdynia, Oksywie,Zielona,RYNEK PIERWOTNY,246296.296296296,54.55,5718.35556913467,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 10,Gdynia, Witomino,Polskiego Czerwonego Krzyża,RYNEK WTÓRNY,200000,41.55,6142.96028880866,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 03 29,Gdynia, Wzgórze Św. Maksymiliana,Wojewody Wachowiaka,RYNEK WTÓRNY,270000,46.62,7063.40626340626,3,BRAK MP,DOBRY,60-70,1
2018 04 10,Gdynia, Obłuże,Benisławskiego,RYNEK WTÓRNY,196000,54.55,4796.33363886343,3,BRAK MP,PRZECIĘTNY,80,2
2018 04 10,Gdynia, Chylonia,Lubawska,RYNEK WTÓRNY,166000,41.75,5302.99401197605,3,BRAK MP,PRZECIĘTNY,80,2
2018 04 10,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,220000,45.58,6109.34620447565,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 11,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,342000,48.55,8297.42533470649,3,BRAK MP,DOBRY,2010,3
2018 04 11,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,298000,37.96,9229.92623814542,4,BRAK MP,DOBRY,70-80,2
2018 04 11,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,298000,41.65,8483.07322929172,11,BRAK MP,DOBRY,70-80,2
2017 10 05,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,300000,51.46,7057.28721336961,2,BRAK MP,DOBRY,60-70,1
2018 04 11,Gdynia, Oksywie,Śmidowicza,RYNEK WTÓRNY,200000,55.75,4782.06278026906,2,BRAK MP,PRZECIĘTNY,80,2
2018 04 11,Gdynia, Dąbrowa,Sojowa,RYNEK WTÓRNY,200000,46.3,5594.81641468683,4,BRAK MP,PRZECIĘTNY,40-50,1
2018 03 06,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,290000,50.04,7035.01199040767,5,BRAK MP,DOBRY,60-70,1
2018 04 11,Gdynia, Redłowo,Cylkowskiego,RYNEK WTÓRNY,199000,36.63,6833.30603330603,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 11,Sopot, Sopot,Księżycowa,RYNEK WTÓRNY,228000,41.65,6802.40096038415,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 12,Sopot, Sopot,Parkowa,RYNEK WTÓRNY,1016058,68.91,15863.9674938325,3,BRAK MP,WYSOKI,30,1
2018 04 12,Gdynia, Wielki Kack,Szefki,RYNEK WTÓRNY,442000,56.15,9063.57969723954,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2001,3
2018 04 12,Gdynia, Działki Leśne,Pomorska,RYNEK WTÓRNY,323500,43.95,8661.20591581342,2,BRAK MP,DOBRY,50-60,1
2018 04 12,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,290000,37.42,9137.78727952966,3,BRAK MP,DOBRY,2010,3
